Uniprot,score_alpha,score_topm,res_length,SS,pLDDT,proQ3D,qmean,EC
Q58824,0.251,0.2964,503,52.1,93.3078669667406,0.2866,0.2019,3.6.4.12
P00912,0.1957,0.3381,224,26.4,92.32024131842236,0.2517,0.1817,5.3.1.24
Q58960,0.2265,0.213,513,58.2,91.244867878788,0.26,0.1927,3.6.4.12
P04397,0.1892,0.169,688,76.2,97.70339157623698,0.2179,0.2006,5.1.3.2
Q59030,0.1774,0.1989,323,37.8,96.42962387571558,0.2559,0.1734,3.5.4.27
P07283,0.2247,0.2195,254,27.2,95.66451047247968,0.2772,0.1972,5.4.2.8
Q5AM60,0.2035,0.3126,388,41.0,94.56671999999936,0.227,0.2084,3.2.1.14
P08203,0.1751,0.1605,231,29.2,96.95505286588757,0.1967,0.1954,5.1.3.4
Q5EAF2,0.2289,0.3197,287,29.3,92.74993461203168,0.2361,0.2293,3.1.3.36
P0AA37,0.2156,0.2511,219,29.7,96.88449084668268,0.2488,0.2149,5.4.99.28
Q5FX52,0.2341,0.2739,645,67.0,91.68923267799197,0.2567,0.2188,3.1.4.11
P0AC19,0.2623,0.1843,120,17.6,93.83646525679774,0.2712,0.2334,5.1.99.7
P0AEM0,0.2103,0.2321,149,21.0,81.6217610619473,0.2709,0.2102,5.2.1.8
Q5KTC7,0.2508,0.225,318,40.5,94.91391304347782,0.3111,0.1918,3.5.1.60
P0C8Y0,0.1852,0.2328,757,69.4,96.63934718586442,0.2104,0.2057,5.4.99.38
Q5M868,0.216,0.2151,838,80.6,94.40735456856548,0.2654,0.2103,3.2.1.45
P13099,0.2124,0.2715,656,73.1,91.95145259938856,0.2523,0.2084,5.6.2.1
Q5M876,0.2611,0.3148,308,34.3,96.14749586092722,0.3008,0.2103,3.5.1.114
P14294,0.1765,0.1786,608,77.0,96.4413388429748,0.2214,0.1926,5.6.2.1
Q5N8X6,0.1878,0.2646,809,79.3,94.33976459510318,0.2288,0.1979,3.2.1.23
P17967,0.283,0.3286,489,35.2,92.77704833290228,0.3601,0.2121,5.3.4.1
Q5QMN3,0.1948,0.2462,460,47.7,89.13674999999996,0.2309,0.204,3.6.4.13
P24175,0.1803,0.2972,456,53.5,96.53253731343212,0.2375,0.1689,5.4.2.8
Q5TKP8,0.2263,0.3934,208,26.0,90.28832805573104,0.2718,0.2028,3.2.2.n1
P24557,0.2507,0.2848,521,47.5,92.39105136821924,0.3053,0.2031,5.3.99.5
Q5V9F0,0.2357,0.2732,520,57.3,91.21567020738492,0.2852,0.2129,3.4.11.1
P29613,0.1579,0.2015,247,27.1,97.25527272727231,0.2027,0.1839,5.3.1.1
Q5W7F1,0.1877,0.2247,743,80.6,93.55961146606832,0.2573,0.2067,3.5.1.23
P30147,0.1867,0.2274,258,32.0,97.87418199419122,0.2429,0.1833,5.3.1.22
Q5XIG0,0.2603,0.28,285,29.4,94.089694284448,0.257,0.2338,3.6.1.13
P32140,0.1765,0.1861,413,45.6,98.51954112038143,0.1812,0.1969,5.3.1.31
Q60E61,0.2367,0.2985,201,23.8,95.45044334975384,0.2687,0.2072,3.5.1.122
P32472,0.2352,0.3062,112,16.3,97.39128297362122,0.2721,0.2252,5.2.1.8
Q61205,0.1955,0.2149,220,24.0,96.69180930499682,0.2065,0.1962,3.1.1.47
P32474,0.2985,0.3374,483,54.0,91.8498517003326,0.3767,0.2115,5.3.4.1
Q61391,0.2202,0.1564,725,82.2,97.55246483705022,0.2658,0.1988,3.4.24.11
P32684,0.1936,0.2124,236,33.6,94.45500533617908,0.2109,0.2137,5.4.99.21
Q62711,0.2382,0.3029,772,74.8,88.36848615778518,0.2561,0.2412,3.1.4.11
P33401,0.1653,0.2472,570,57.4,96.4028513786148,0.2149,0.1776,5.4.2.2
Q64514,0.259,0.3573,1250,37.0,91.40298749231113,0.3986,0.1998,3.4.14.10
P36938,0.1603,0.1936,546,66.0,97.4309951338198,0.2185,0.1924,5.4.2.2
Q652Q8,0.2039,0.2018,337,38.7,93.89976571651684,0.2603,0.2019,3.2.2.3
P36951,0.1733,0.2688,264,34.2,97.46394455252958,0.2215,0.188,5.3.1.22
Q655X8,0.2136,0.271,455,48.8,93.2069961865654,0.2641,0.2143,3.5.3.9
P37012,0.168,0.2425,569,59.5,96.41280583613803,0.2203,0.1797,5.4.2.2
Q66GI4,0.218,0.2211,488,63.1,93.32630401234584,0.2692,0.189,3.1.26.5
P37680,0.2213,0.2321,231,29.5,96.73333518313032,0.2601,0.1949,5.1.3.4
Q66H12,0.2091,0.2258,395,47.3,96.83610315186252,0.2447,0.2036,3.2.1.49
P38051,0.1499,0.1686,431,59.0,95.6401454757048,0.1858,0.1807,5.4.4.2
Q66HG3,0.2142,0.2104,482,57.2,95.5198235449039,0.2706,0.1907,3.4.13.20
P38628,0.2082,0.2201,557,62.4,95.65953035509716,0.2548,0.1984,5.4.2.3
Q680B9,0.2593,0.2642,500,58.3,89.98486019318827,0.3076,0.2049,3.1.26.5
P39173,0.1867,0.2339,294,33.3,97.97829722703628,0.2117,0.1816,5.1.3.15
Q682B4,0.2649,0.317,379,39.6,92.15968095712928,0.2979,0.2331,3.2.1.21
P40126,0.2661,0.3931,496,42.7,91.76160450563216,0.2528,0.2604,5.3.3.12
Q68DD2,0.3181,0.2574,849,82.0,83.83884678502154,0.3731,0.2432,3.1.1.4
P42801,0.2923,0.327,511,53.7,96.97730090725824,0.3705,0.2178,5.5.1.4
Q68EL2,0.2394,0.2203,160,18.6,96.59357886309044,0.284,0.2184,3.1.1.96
P46555,0.3114,0.3524,616,55.0,87.20290165924644,0.3536,0.2572,5.1.3.17
Q69ZF3,0.2039,0.2195,845,80.2,93.7756947743468,0.247,0.2155,3.2.1.45
P51607,0.1721,0.2038,412,51.0,96.72318492134204,0.1567,0.1922,5.1.3.8
Q6AU80,0.2359,0.2678,763,75.4,88.33244524298388,0.2818,0.2289,3.2.1.68
P51981,0.1399,0.1793,321,40.7,97.78331136738036,0.18,0.1657,5.1.1.20
Q6AXR4,0.1932,0.2037,503,61.9,95.0529005592026,0.2239,0.2087,3.2.1.52
P52009,0.2586,0.2095,192,22.4,93.27660247592856,0.287,0.2145,5.2.1.8
Q6AXW7,0.2781,0.3059,185,20.5,91.93751028806564,0.281,0.2667,3.1.3.16
P54399,0.2269,0.3548,467,41.0,91.80652979066085,0.2843,0.2006,5.3.4.1
Q6AYP7,0.2117,0.2073,289,25.5,95.02183098591576,0.2474,0.1925,3.1.3.5
P59024,0.2629,0.2643,184,22.0,91.9618649732623,0.2924,0.2068,5.2.1.8
Q6DI37,0.2902,0.3934,318,32.6,90.76108149864795,0.3126,0.2465,3.1.3.16
P77366,0.166,0.1719,219,25.2,96.4844096385542,0.2,0.1834,5.4.2.6
Q6H7M1,0.2388,0.2695,429,47.6,96.43746304675736,0.2799,0.2239,3.7.1.2
P82343,0.1697,0.2106,411,48.6,96.89878787878844,0.1463,0.1952,5.1.3.8
Q6IQ20,0.2335,0.3108,337,46.0,95.0514889772312,0.2526,0.2122,3.1.4.54
P9WIQ1,0.2455,0.2495,399,42.9,95.26303114400277,0.2814,0.2154,5.4.99.9
Q6MG60,0.2126,0.26,285,31.6,93.3090926548244,0.2736,0.1982,3.5.3.18
P9WJK7,0.2285,0.2748,615,74.6,96.59921779141096,0.3032,0.1849,5.4.99.2
Q6MWZ7,0.2106,0.2047,203,26.1,96.64144983818692,0.2242,0.2181,3.1.3.2
P9WKI1,0.2499,0.2979,352,36.8,94.07641384388818,0.3009,0.1877,5.5.1.4
Q6NT99,0.1705,0.1785,150,20.5,98.151801878736,0.2238,0.1651,3.1.3.16
P9WQ21,0.1704,0.2533,765,64.6,96.91918946648504,0.224,0.1801,5.4.99.15
Q6NVY1,0.2205,0.2016,386,42.5,93.403394495413,0.2548,0.2163,3.1.2.4
Q03161,0.2318,0.2208,297,33.6,96.69983736447104,0.2642,0.2103,5.1.3.15
Q6P3D0,0.2856,0.2933,195,16.8,93.96426805465184,0.3358,0.2287,3.6.1.62
Q10724,0.3028,0.3357,30,4.5,86.41266666666658,0.6641,0.2391,5.2.1.8
Q6P3E7,0.2341,0.2637,666,70.5,90.74347542924832,0.2966,0.2075,3.5.1.48
Q12404,0.3294,0.3233,299,35.7,92.377940569542,0.3728,0.2712,5.3.4.1
Q6P8X6,0.3198,0.3362,344,36.7,86.16537766534182,0.3089,0.2748,3.4.19.12
Q2QNF7,0.1694,0.2194,300,36.8,94.88814912280708,0.2245,0.1707,5.1.1.7
Q6P9U1,0.239,0.2751,281,32.9,95.0900926354799,0.3025,0.1964,3.6.1.45
Q3MIT2,0.2734,0.2651,529,64.8,88.6175731132074,0.2712,0.2645,5.4.99.25
Q6TLF6,0.1745,0.1979,295,37.9,97.29399478940609,0.2101,0.1798,3.1.1.17
Q41771,0.1819,0.2111,741,71.3,91.7376655052258,0.2073,0.1946,5.5.1.13
Q6UWR7,0.2335,0.2592,416,40.1,95.36905100830306,0.2401,0.2377,3.1.4.38
Q4DA80,0.1902,0.1953,393,45.0,95.1948371174729,0.259,0.2025,5.1.1.4
Q6V1X1,0.2303,0.1752,841,98.0,93.4408832576533,0.2665,0.2143,3.4.14.5
Q54E95,0.2029,0.2152,161,21.7,96.61683624801265,0.2214,0.2004,5.2.1.8
Q6Z310,0.199,0.2694,395,34.9,94.38669386422984,0.25,0.1931,3.2.1.78
Q553V2,0.1875,0.318,132,19.0,96.96412340842316,0.2412,0.1627,5.1.99.1
Q6ZJ05,0.1889,0.2117,324,38.5,96.71496350364907,0.2555,0.1917,3.2.2.3
Q57664,0.192,0.2789,305,37.1,95.8060090237896,0.238,0.1809,5.1.3.2
Q6ZQJ5,0.2789,0.2967,1062,19.7,87.25667581106762,0.3346,0.2107,3.6.4.12
Q57696,0.3525,0.3448,99,14.4,94.73599033816406,0.367,0.1176,5.4.99.5
Q70PY2,0.191,0.1932,158,19.6,97.64518400000011,0.2399,0.1707,3.5.1.28
Q57726,0.1729,0.219,157,22.7,95.3149196141476,0.199,0.193,5.2.1.8
Q75IV7,0.2074,0.253,265,29.6,92.51848731450433,0.246,0.2112,3.1.1.31
Q58033,0.2515,0.1926,157,20.0,98.01383838383856,0.3163,0.164,5.4.99.18
Q769K2,0.2481,0.2763,349,45.5,93.92557732680132,0.2687,0.2229,3.1.4.54
Q58235,0.1586,0.1928,218,31.9,96.5119906323186,0.216,0.1396,5.2.1.8
Q58644,0.267,0.2146,180,22.7,96.9510599721064,0.3118,0.1973,5.3.1.27
Q78EJ9,0.2327,0.2964,703,76.8,91.12429769766224,0.2801,0.2023,3.4.22.53
Q59069,0.2712,0.2344,259,29.0,95.72907042253472,0.3052,0.1994,5.4.99.12
Q7F1K9,0.2548,0.2451,231,33.7,97.79622366288406,0.2965,0.194,3.5.3.26
Q6ET36,0.1944,0.1827,746,71.2,91.0519509754891,0.2052,0.1955,5.5.1.13
Q7SXM0,0.1891,0.2006,362,44.1,97.01973533619392,0.2512,0.187,3.5.1.98
Q78JN3,0.2439,0.2461,317,35.5,88.1787494957653,0.279,0.2128,5.3.3.8
Q7T291,0.1953,0.2357,322,33.9,97.28676982591924,0.2165,0.2015,3.6.1.13
Q868H8,0.1685,0.2175,354,44.3,97.52993335801588,0.2248,0.187,5.1.1.4
Q7XA67,0.2754,0.2575,254,33.3,96.09589397089384,0.3536,0.2007,3.2.2.9
Q8BFZ6,0.2342,0.2313,227,24.7,95.79239978621064,0.2209,0.2322,5.3.3.2
Q7XCK6,0.2333,0.2814,224,21.4,97.82277385158976,0.2603,0.2115,3.2.1.14
Q8K157,0.1703,0.202,342,44.2,98.29493462831496,0.1896,0.1835,5.1.3.3
Q7XQU7,0.1816,0.2245,265,28.8,96.27236532810949,0.2326,0.1727,3.1.3.16
Q8R4U6,0.2736,0.2513,545,60.1,94.83930926216604,0.3264,0.2023,5.6.2.1
Q7XUR3,0.2176,0.3136,478,49.2,92.05553180117654,0.2032,0.2397,3.2.1.51
Q8VZW3,0.2038,0.1829,209,30.4,94.8929737964658,0.2216,0.1955,5.5.1.6
Q7Y228,0.1768,0.2248,681,76.5,95.00749905195168,0.2334,0.1856,3.4.17.21
Q93VR3,0.2369,0.2438,377,42.7,96.63670329670327,0.2621,0.2193,5.1.3.18
Q7ZVE3,0.2576,0.2706,257,28.6,94.57510766149204,0.2762,0.2181,3.1.3.46
Q969P6,0.274,0.237,546,64.4,95.75907039106116,0.3231,0.2045,5.6.2.1
Q80W54,0.3817,0.3695,475,59.1,90.41406185566969,0.425,0.2346,3.4.24.84
Q96C23,0.1692,0.1997,342,44.4,97.80373223634992,0.1953,0.1747,5.1.3.3
Q80WB5,0.2551,0.2414,194,23.3,95.58369402985096,0.2805,0.2187,3.5.1.122
Q9BXS1,0.2142,0.2233,227,26.3,95.91768538135584,0.2182,0.2067,5.3.3.2
Q80YA7,0.2801,0.1737,892,3.0,93.6986791406795,0.2813,0.2433,3.4.14.5
Q9CWW6,0.2021,0.2973,95,14.4,88.72591093117398,0.2459,0.173,5.2.1.8
Q84LM2,0.2151,0.2376,436,47.3,95.15380409356736,0.2632,0.1854,3.4.22.34
Q9D3U0,0.2459,0.2625,527,62.0,89.35791567413057,0.2697,0.2447,5.4.99.25
Q84XU2,0.2189,0.2491,538,46.7,90.58828975265058,0.2487,0.2061,3.1.3.16
Q9EPS3,0.3328,0.248,618,52.7,88.6603272066245,0.3283,0.2768,5.1.3.17
Q869K3,0.2266,0.3008,311,29.3,95.989197324415,0.2762,0.1877,3.1.3.7
Q9FKK7,0.2483,0.2911,432,53.2,97.75565671209095,0.2893,0.2002,5.3.1.5
Q86AA1,0.3217,0.3173,170,18.0,96.26926503340768,0.3914,0.2069,3.2.1.17
Q9FKW3,0.2023,0.2488,207,28.7,95.95679020100457,0.2526,0.1801,5.5.1.6
Q86AW9,0.1824,0.2378,450,48.6,97.20364985994384,0.2151,0.1977,3.5.4.3
Q9HDU3,0.2077,0.2277,713,75.5,93.85442435942326,0.2384,0.206,5.1.3.2
Q86I22,0.1885,0.3311,218,25.5,96.47243959929288,0.2336,0.1932,3.7.1.5
Q9JM51,0.3979,0.3924,153,20.9,94.5244170771761,0.4214,0.2096,5.3.99.3
Q86KK2,0.2092,0.3515,149,15.0,94.5465400161676,0.2286,0.219,3.6.1.29
Q9LFG2,0.1665,0.2062,297,35.2,96.91138283681649,0.2234,0.1712,5.1.1.7
Q86V88,0.2197,0.2004,161,19.6,97.74351185921942,0.2619,0.1952,3.1.3.48
Q9NWM8,0.2445,0.248,184,19.5,92.16186202277324,0.2797,0.1943,5.2.1.8
Q86X76,0.2263,0.2892,280,35.6,96.13220009263544,0.2702,0.1988,3.5.1.128
Q9S7H4,0.2744,0.2594,251,25.3,90.02767622751558,0.2837,0.2147,5.4.99.5
Q8BG93,0.2983,0.3799,159,18.6,93.18758513931922,0.3369,0.2254,3.6.1.9
Q9SAU2,0.2182,0.2305,219,28.7,97.53855303494784,0.2537,0.2052,5.1.3.1
Q8BGL1,0.2372,0.2391,393,44.3,91.17262657152573,0.2932,0.2136,3.1.3.16
Q9SKP6,0.179,0.2273,250,28.1,97.306436170213,0.2266,0.1855,5.3.1.1
Q8BH82,0.2497,0.2816,329,45.2,94.86117384843952,0.2853,0.2113,3.1.4.54
Q9Y237,0.1986,0.2884,95,14.4,89.1102159244267,0.244,0.1721,5.2.1.8
Q8BHA3,0.26,0.2419,168,18.6,96.12046057767368,0.3124,0.2296,3.1.1.96
Q9Y7X5,0.1794,0.2383,355,34.2,95.1062946912245,0.2197,0.1974,5.1.3.2
Q8BM88,0.198,0.3438,284,32.5,96.3580214861232,0.2242,0.2045,3.4.22.42
Q9ZTP5,0.2116,0.2111,223,29.2,97.46505726341128,0.2557,0.1882,5.1.3.1
Q8BP40,0.2811,0.208,418,41.3,90.91597553699306,0.3095,0.2367,3.1.3.2
Q8BTJ4,0.2276,0.3489,427,39.6,94.45578793204454,0.2751,0.2254,3.6.1.29
Q8BUG2,0.2058,0.2144,482,55.8,96.01062878189948,0.2603,0.1977,3.4.13.20
Q8BUM3,0.214,0.2093,308,36.9,91.7688703099508,0.2564,0.2121,3.1.3.48
Q8BVG4,0.2268,0.1885,835,2.2,95.07626914498157,0.267,0.2123,3.4.14.5
Q8BVU5,0.2576,0.2962,285,29.6,94.28755526083128,0.2593,0.2251,3.6.1.13
Q8CFQ3,0.2861,0.229,1470,60.3,87.39044390366527,0.3493,0.2493,3.6.4.13
Q8CG72,0.1897,0.2101,345,39.7,97.22262476190524,0.2234,0.1815,3.2.1.143
Q8CJF9,0.2304,0.1674,822,98.2,93.95051414663818,0.2782,0.2064,3.1.26.n2
Q8GTR4,0.1922,0.201,876,88.4,96.73071230477407,0.2372,0.1972,3.2.1.142
Q8GV43,0.2792,0.3381,598,52.3,86.3932599210478,0.278,0.2572,3.1.4.11
Q8GW72,0.2047,0.3074,470,47.8,93.50342917997796,0.2234,0.2102,3.2.1.51
Q8GXV5,0.2476,0.2626,236,32.0,98.0121055408971,0.2768,0.2097,3.5.3.26
Q8H0S9,0.1806,0.1625,883,14.0,96.76779573737568,0.2241,0.1803,3.4.11.14
Q8IIS0,0.272,0.2359,164,19.9,94.95092988929864,0.28,0.2371,3.1.1.96
Q8JZL3,0.2218,0.2862,224,25.8,89.19265377855852,0.2697,0.2204,3.6.1.28
Q8K2D6,0.3092,0.3294,164,18.3,95.63994565217418,0.3552,0.2452,3.5.4.12
Q8K3R0,0.2531,0.347,558,56.0,92.04211118768694,0.3137,0.2104,3.1.1.88
Q8K3R3,0.2637,0.2797,807,74.6,86.78551745348246,0.268,0.253,3.1.4.11
Q8K3V4,0.2544,0.2378,682,69.7,85.48790089086792,0.3091,0.2195,3.5.3.15
Q8K4D7,0.2351,0.3113,647,70.9,92.104391403575,0.2625,0.224,3.1.4.11
Q8K4G6,0.2344,0.2934,231,30.5,95.98996701484354,0.266,0.2122,3.1.1.106
Q8LD27,0.2728,0.2726,223,29.9,93.37733451536596,0.3262,0.203,3.4.25.1
Q8LEC0,0.2828,0.2793,311,30.3,95.23313812600962,0.3065,0.2243,3.1.3.48
Q8LG98,0.2883,0.2969,294,29.6,87.22837756849285,0.336,0.2375,3.4.19.12
Q8LPF3,0.3063,0.2824,362,37.0,87.58553514659158,0.2991,0.2648,3.1.1.11
Q8N4P3,0.2066,0.2216,179,21.4,97.91451882845236,0.2586,0.1613,3.1.7.2
Q8N819,0.249,0.2784,408,44.4,89.60721646143885,0.2964,0.2118,3.1.3.16
Q8N9L9,0.2113,0.2196,421,52.6,96.46059957173472,0.2651,0.1901,3.1.2.2
Q8NEJ0,0.1818,0.2807,173,21.4,96.84231222385876,0.2104,0.2047,3.1.3.16
Q8NHM4,0.2114,0.2915,222,25.1,97.22188319427909,0.2691,0.1987,3.4.21.4
Q8NKC0,0.1891,0.2181,321,39.9,96.33802910602914,0.2522,0.1997,3.5.1.1
Q8R0F8,0.1591,0.2378,215,26.6,96.1779928528889,0.2089,0.1773,3.7.1.5
Q8R1F9,0.2494,0.2129,363,43.9,90.93074769545863,0.2965,0.2177,3.1.26.5
Q8R431,0.2109,0.2363,303,34.8,94.09291418861578,0.2554,0.2104,3.1.1.23
Q8RW90,0.2345,0.2631,421,46.8,97.287998152141,0.2796,0.2166,3.7.1.2
Q8S1V1,0.2649,0.3257,390,38.7,94.40664946680432,0.3446,0.1967,3.2.1.14
Q8S3J3,0.2783,0.35,544,45.2,84.129234460695,0.312,0.2333,3.5.2.17
Q8VC97,0.2506,0.2473,372,45.5,97.28692910702148,0.311,0.1983,3.5.1.6
Q8VDG7,0.2446,0.2766,390,42.6,91.43231019876184,0.2625,0.2289,3.1.1.47
Q8VDK1,0.2313,0.3245,280,35.5,96.00843735552534,0.2792,0.1977,3.5.1.128
Q8VHK0,0.2619,0.3501,295,36.8,91.63852841390992,0.2887,0.2331,3.1.2.1
Q8VXY9,0.199,0.2254,476,54.4,93.82761536336008,0.2704,0.2035,3.5.1.116
Q8VYA1,0.2613,0.336,522,46.0,90.94412587412604,0.2941,0.2295,3.2.1.143
Q8VZJ2,0.2147,0.2186,344,34.4,93.5400300300302,0.2533,0.2104,3.2.1.39
Q8WSF3,0.2534,0.2541,660,59.4,89.03328952309515,0.2718,0.2401,3.2.1.52
Q91VA3,0.2265,0.3178,703,76.8,90.07662611806772,0.265,0.2061,3.4.22.53
Q91XT9,0.1987,0.1957,761,80.8,92.14201326304998,0.2441,0.2286,3.5.1.23
Q91YP2,0.163,0.1605,657,86.9,95.99846923367264,0.1762,0.1867,3.4.24.16
Q92383,0.2349,0.232,228,29.8,92.32188140161786,0.2622,0.198,3.2.2.21
Q93324,0.2078,0.2154,873,98.0,94.68957070707197,0.2479,0.1927,3.2.1.25
Q93650,0.2718,0.277,529,55.3,91.02255786490402,0.3268,0.2055,3.5.1.2
Q93K97,0.2197,0.2644,197,30.3,97.47383639822525,0.2415,0.2164,3.6.1.13
Q93Z24,0.2279,0.2831,686,67.1,89.03421206581348,0.2617,0.2324,3.2.1.23
Q941D6,0.2082,0.3123,367,37.9,96.53811375090037,0.2831,0.1811,3.5.1.98
Q949P2,0.2082,0.1819,701,88.8,97.57561771561735,0.2598,0.1875,3.4.24.70
Q94AM1,0.2055,0.1819,678,89.4,98.12638116425704,0.2508,0.1887,3.4.24.70
Q94B74,0.3047,0.3713,256,31.9,95.56035214664736,0.3563,0.2308,3.6.1.13
Q94EJ2,0.174,0.2484,377,38.5,96.5613641060968,0.2187,0.1891,3.5.1.98
Q964D8,0.2442,0.2908,375,46.5,97.43661393470254,0.2938,0.2091,3.5.1.6
Q969H6,0.3096,0.3619,163,20.2,90.89698484848468,0.4172,0.2091,3.1.26.5
Q969S8,0.2214,0.2763,669,69.1,90.82230998806268,0.2799,0.2063,3.5.1.48
Q969T7,0.2069,0.269,289,23.8,94.5130334190234,0.2395,0.1943,3.1.3.5
Q96AZ6,0.2147,0.2823,181,21.1,95.26840224246648,0.2387,0.2172,3.1.13.1
Q96DC9,0.2722,0.2225,234,30.8,94.26902604166617,0.2886,0.2097,3.4.19.12
Q96DE0,0.3151,0.351,195,16.1,92.54908666666704,0.3797,0.2409,3.6.1.62
Q96FN9,0.2426,0.2442,168,18.4,96.30790999237207,0.2608,0.2389,3.1.1.96
Q96IY4,0.2026,0.1973,398,46.9,97.21894263565972,0.222,0.2112,3.4.17.20
Q96KN2,0.2318,0.2021,507,58.4,94.13670337922376,0.2897,0.2019,3.4.13.20
Q99210,0.1979,0.2679,222,25.0,94.85479910714322,0.2416,0.1681,3.6.1.9
Q99487,0.2391,0.2885,392,42.8,91.63235958683047,0.2832,0.2165,3.1.1.47
Q99KR8,0.2127,0.3008,424,49.0,97.17516414501796,0.214,0.2154,3.2.1.51
Q99LS3,0.201,0.2558,225,27.2,93.611597733711,0.2344,0.1885,3.1.3.3
Q9AV88,0.2155,0.2254,452,49.1,94.05466628473272,0.2523,0.1948,3.2.1.2
Q9BQ50,0.2569,0.2778,226,25.9,94.7195031410623,0.2811,0.2209,3.1.11.2
Q9BRQ3,0.2328,0.2625,286,34.3,95.00098585120898,0.3006,0.1996,3.6.1.45
Q9BTY2,0.2163,0.3712,422,49.3,96.99585849870564,0.2273,0.221,3.2.1.51
Q9BU02,0.2528,0.3191,216,29.1,90.03321873147615,0.2813,0.2138,3.6.1.28
Q9BVJ7,0.1664,0.1579,150,20.5,97.64673224978635,0.2357,0.1532,3.1.3.16
Q9BW91,0.2622,0.3147,266,30.0,95.71312617702408,0.2544,0.245,3.6.1.13
Q9BY41,0.176,0.1848,361,46.8,97.11206529453514,0.2294,0.1891,3.5.1.98
Q9C560,0.3156,0.3948,467,47.1,94.48745323356437,0.3656,0.2282,3.2.1.26
Q9C718,0.1811,0.2382,427,44.1,89.0178823178017,0.2077,0.1956,3.6.4.13
Q9CA40,0.28,0.2404,147,18.0,94.36823070251518,0.3176,0.2413,3.6.1.22
Q9CPW9,0.2919,0.2463,335,35.8,88.30012561857677,0.2836,0.2568,3.4.11.18
Q9CQH8,0.3092,0.3459,106,15.2,84.26900966183577,0.3174,0.258,3.1.26.5
Q9CQX0,0.2604,0.2261,234,30.7,94.18074324324276,0.2781,0.2147,3.4.19.12
Q9CRB3,0.2341,0.219,118,15.7,94.99120292887038,0.2549,0.2046,3.5.2.17
Q9CZU3,0.2306,0.1504,959,80.9,89.32927627273891,0.2764,0.1952,3.6.4.13
Q9D114,0.2043,0.2162,179,22.2,97.82481455563337,0.2532,0.1639,3.1.7.2
Q9D7V9,0.251,0.242,318,41.5,95.80294094332088,0.3037,0.1976,3.5.1.60
Q9D967,0.2115,0.2138,164,20.0,97.19306169078448,0.2503,0.194,3.1.3.48
Q9DB28,0.3033,0.3741,150,19.1,92.81139323990112,0.3562,0.199,3.1.26.5
Q9DCH2,0.2543,0.3784,117,20.5,87.04556521739086,0.2773,0.229,3.1.26.5
Q9DD16,0.2215,0.2481,283,31.8,95.3438950276242,0.2868,0.1959,3.6.1.45
Q9EPB1,0.2285,0.2282,459,49.0,96.67217791411072,0.2755,0.2065,3.4.14.2
Q9EQV9,0.1841,0.1985,398,46.2,96.62150827713008,0.197,0.2004,3.4.17.20
Q9ET22,0.2291,0.2222,465,47.7,95.98906447187906,0.2669,0.2101,3.4.14.2
Q9FFF2,0.2535,0.3832,334,33.0,89.67296869244952,0.2972,0.204,3.4.19.12
Q9FMD8,0.2796,0.3724,299,28.9,91.20926705981448,0.3274,0.2105,3.2.1.21
Q9FNA3,0.1844,0.1709,806,79.8,91.44846812413954,0.2197,0.2077,3.2.1.50
Q9FNG3,0.2927,0.2972,206,22.9,91.47046313223696,0.3752,0.2001,3.1.13.1
Q9FR37,0.1826,0.3692,425,43.1,94.3642807570973,0.2461,0.1894,3.5.1.4
Q9FT73,0.2056,0.262,686,61.8,82.5308514961207,0.2575,0.1972,3.6.4.12
Q9FV51,0.2841,0.2351,321,33.8,90.64792697768756,0.3531,0.2215,3.4.11.18
Q9FWC1,0.1906,0.3385,553,55.2,95.422651428572,0.2191,0.198,3.2.1.28
Q9GUI1,0.2634,0.2951,341,40.2,90.30735944867632,0.3167,0.2009,3.5.1.60
Q9H008,0.186,0.2089,270,28.6,97.04589931573808,0.2361,0.1815,3.6.1.1
Q9H596,0.1898,0.2504,168,21.8,97.13940784603926,0.2165,0.201,3.1.3.16
Q9H9G7,0.2321,0.1631,844,97.6,92.89560877947596,0.2745,0.2159,3.1.26.n2
Q9HCG7,0.2103,0.216,866,81.8,93.62331791239012,0.2521,0.2169,3.2.1.45
Q9JMH7,0.2671,0.3275,408,41.8,89.31015212666891,0.2716,0.2509,3.2.1.18
Q9LFR0,0.2421,0.3306,1126,11.5,90.55097126625112,0.2673,0.215,3.2.1.114
Q9LIR6,0.2119,0.2591,450,44.1,93.14223743016753,0.2553,0.1994,3.2.1.2
Q9LME4,0.1958,0.2301,268,32.3,96.06852570320063,0.2383,0.1805,3.1.3.16
Q9LNU1,0.2387,0.2784,769,67.9,87.57086182833245,0.2733,0.2172,3.4.14.10
Q9LT10,0.2169,0.3159,323,33.1,96.63519036518947,0.2705,0.1987,3.1.1.1
Q9LY51,0.3044,0.3548,584,53.3,86.33504808719742,0.2816,0.266,3.1.4.11
Q9M099,0.2494,0.3486,444,38.5,92.7723614997204,0.269,0.2289,3.4.16.6
Q9M0S5,0.2231,0.2599,664,77.9,95.89427281279455,0.2214,0.2283,3.2.1.68
Q9M1C9,0.2393,0.2741,552,54.2,91.77567830313798,0.2603,0.2228,3.2.1.21
Q9M8K7,0.2053,0.2009,167,19.4,92.92430888030904,0.2577,0.1842,3.1.3.16
Q9N589,0.2536,0.2967,557,57.4,92.48389722099732,0.2915,0.2147,3.1.3.64
Q9N5L4,0.3224,0.3302,485,43.1,92.868390481064,0.4194,0.2128,3.2.1.143
